id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
draft_45277_00001			0.6	8113	C(CO)NCCO	C(CO)NCCO							
draft_45277_00002			0.6	107812	C(CS(=O)O)N	C(CS(=O)O)N							
draft_45277_00003			0.6	145815	C(CC(=O)N)[C@H](C(=O)O)N								
draft_45277_00004			0.6	546	C(C(=O)O)P(=O)(O)O	C(C(=O)O)P(=O)(O)O							
draft_45277_00005			0.6	119	C(CC(=O)O)CN	C(CC(=O)O)CN							
draft_45277_00006			0.6	1052	CC1=NC=C(C(=C1O)CN)CO	CC1=NC=C(C(=C1O)CN)CO							
draft_45277_00007			0.6	128869	C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O								
draft_45277_00008			0.6	847	CS(=O)CCC(C(=O)O)N	CS(=O)CCC(C(=O)O)N							
draft_45277_00009			0.6	7045767	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C								
draft_45277_00010			0.6	193411	CC(C)C(CC(=O)O)N	CC(C)C(CC(=O)O)N							
draft_45277_00011			0.6	780	C1=CC(=C(C=C1O)CC(=O)O)O	C1=CC(=C(C=C1O)CC(=O)O)O							
draft_45277_00012			0.6	10349	CC(CC(=O)O)C(=O)O	CC(CC(=O)O)C(=O)O							
draft_45277_00013			0.6	546304	CC(C)CC(=O)NCC(=O)O	CC(C)CC(=O)NCC(=O)O							
draft_45277_00014			0.6	903	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O							
draft_45277_00015			0.6	4171	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O							
draft_45277_00016			0.6	74839	CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O								
draft_45277_00017			0.6	736186	COC1=C(C=C(C=C1)/C=C/C(=O)O)O								
draft_45277_00018			0.6	802	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	C1=CC=C2C(=C1)C(=CN2)CC(=O)O							
draft_45277_00019			0.6	5375048	C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)O								
draft_45277_00020			0.6	3100	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2							
draft_45277_00021			0.6	5280863	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O							
draft_45277_00022			0.6	10140	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C								
draft_45277_00023			0.6	3672	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O							
draft_45277_00024			0.6	72422	CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)CCC(=O)O)C)C)CC)C	CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)CCC(=O)O)C)C)CC)C							
draft_45277_00025			0.6	439230	C[C@@](CCO)(CC(=O)O)O								
draft_45277_00026			0.6	11579	CC(=O)CCC(=O)O	CC(=O)CCC(=O)O							
draft_45277_00027			0.6	135398643	C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O								
draft_45277_00028			0.6	853433	C/C=C/C1=CC(=C(C=C1)O)OC								
draft_45277_00029			0.6	867	C(C(=O)O)C(=O)O	C(C(=O)O)C(=O)O							
draft_45277_00030			0.6	71	C(CC(=O)C(=O)O)CC(=O)O	C(CC(=O)C(=O)O)CC(=O)O							
draft_45277_00031			0.7	774	C1=C(NC=N1)CCN	C1=C(NC=N1)CCN							
draft_45277_00032			0.7	6427003	C(CCN)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N								
draft_45277_00033			0.7	439217	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)N)O)O)OP(=O)(O)O								
draft_45277_00034			0.7	439258	C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N								
draft_45277_00035			0.7	9085	C(CCN=C(N)N)C[C@@H](C(=O)O)N								
draft_45277_00036			0.7	68841	C([C@@H](C(=O)O)N)OP(=O)(O)O								
draft_45277_00037			0.7	754	C(C(COP(=O)(O)O)O)O	C(C(COP(=O)(O)O)O)O							
draft_45277_00038			0.7	439165	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O								
draft_45277_00039			0.7	239	C(CN)C(=O)O	C(CN)C(=O)O							
draft_45277_00040			0.7	80283	CC[C@@H](C(=O)O)N								
draft_45277_00041			0.7	64950	CNC(=O)C1=CN=CC=C1	CNC(=O)C1=CN=CC=C1							
draft_45277_00042			0.7	10690	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O								
draft_45277_00043			0.7	439255	C([C@@H](C([C@H](CO)O)O)O)O								
draft_45277_00044			0.7	439918	C([C@@H](C(=O)O)N=C(N)N)C(=O)O								
draft_45277_00045			0.7	203	C(C(=O)O)(NC(=O)N)NC(=O)N	C(C(=O)O)(NC(=O)N)NC(=O)N							
draft_45277_00046			0.7	7027	C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O								
draft_45277_00047			0.7	65072	C(CCNC(=O)N)C[C@@H](C(=O)O)N								
draft_45277_00048			0.7	564	C(CCC(=O)O)CCN	C(CCC(=O)O)CCN							
draft_45277_00049			0.7	89	C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N	C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N							
draft_45277_00050			0.7	1054	CC1=NC=C(C(=C1O)CO)CO	CC1=NC=C(C(=C1O)CO)CO							
draft_45277_00051			0.7	6306	CC[C@H](C)[C@@H](C(=O)O)N								
draft_45277_00052			0.7	6106	CC(C)C[C@@H](C(=O)O)N								
draft_45277_00053			0.7	21236	CCCC[C@@H](C(=O)O)N								
draft_45277_00054			0.7	135398635	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N								
draft_45277_00055			0.7	5789	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O								
draft_45277_00056			0.7	3683036	CCOP(=S)([O-])OCC	CCOP(=S)([O-])OCC							
draft_45277_00057			0.7	3134	CN(C)C1=NC=NC2=C1NC=N2	CN(C)C1=NC=NC2=C1NC=N2							
draft_45277_00058			0.7	1983	CC(=O)NC1=CC=C(C=C1)O	CC(=O)NC1=CC=C(C=C1)O							
draft_45277_00059			0.7	978	C1=CC(=CC=C1C(=O)O)N	C1=CC(=CC=C1C(=O)O)N							
draft_45277_00060			0.7	26934	C[C@H]([C@H](C1=CC=CC=C1)O)N								
draft_45277_00061			0.7	151138	C1CC(CCC1C(=O)O)O	C1CC(CCC1C(=O)O)O							
draft_45277_00062			0.7	1017	C1=CC=C(C(=C1)C(=O)O)C(=O)O	C1=CC=C(C(=C1)C(=O)O)C(=O)O							
draft_45277_00063			0.7	464	C1=CC=C(C=C1)C(=O)NCC(=O)O	C1=CC=C(C=C1)C(=O)NCC(=O)O							
draft_45277_00064			0.7	72276	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O								
draft_45277_00065			0.7	385	C(CCC(=O)O)CCC(=O)O	C(CCC(=O)O)CCC(=O)O							
draft_45277_00066			0.7	171548	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2								
draft_45277_00067			0.7	3516	COC1=CC=CC=C1OCC(CO)O	COC1=CC=CC=C1OCC(CO)O							
draft_45277_00068			0.7	5280445	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O							
draft_45277_00069			0.7	5870	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O								
draft_45277_00070			0.7	13789	C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C								
